CZ,FFH,NoS,Ori,WWR,FA,FPV,RPV,Tilt,FPV-ty,RPV-ty,EWI-thk,IWI-thk,RI-thk,EWI-mat,IWI-mat,RI-mat,IWS,WFrm,WGlz,FrmL,WinA,EWA,IWA,GFA,FRad,RRad,FPVout,RPVout,PVout,EUse,NEUse,EUI,NEUI,EmbCE,EmbCI,OpCE,OpCI,TotCE,TotCI
0,3.6,6,-5,0.45,1400,0,1,20,5,3,0.04,0.01,0.06,2,2,1,3,2,2,3380.151,2359.098,5242.44,8094.588,8400,687.741,1708.786,0.0,244014.609,244014.609,709539.075,465524.465,84.469,55.42,1715513.368,204.228,181554.541,21.614,10793240.437,1284.91
0,3.5,5,-15,0.5,950,0,0,5,4,4,0.07,0.05,0.06,2,3,1,2,1,2,2649.676,1750.064,3500.129,5395.29,4750,677.665,1556.25,0.0,0.0,0.0,455210.346,455210.346,95.834,95.834,1110965.459,233.887,177532.035,37.375,9987567.203,2102.646
0,3.0,4,5,0.5,1450,1,0,10,1,2,0.08,0.04,0.09,1,0,0,4,0,2,2152.457,1481.852,2963.705,4522.271,5800,716.159,1617.536,144328.881,0.0,144328.881,415046.213,270717.332,71.56,46.675,1470029.013,253.453,105579.76,18.203,6749016.99,1163.624
0,2.9,2,5,0.1,1100,1,1,30,4,1,0.03,0.03,0.04,0,2,2,1,0,1,440.66,124.737,1247.372,1898.657,2200,714.398,1761.917,98165.78,164739.259,262905.04,182397.054,-80507.985,82.908,-36.595,802381.04,364.719,-31398.114,-14.272,-767524.674,-348.875
0,3.2,1,25,0.4,1100,0,1,35,5,6,0.09,0.04,0.09,3,1,1,1,0,0,466.083,275.282,688.205,1054.81,1100,765.016,1735.416,0.0,146035.28,146035.28,94360.798,-51674.483,85.783,-46.977,430338.929,391.217,-20153.048,-18.321,-577313.48,-524.83
0,3.5,4,30,0.1,1350,1,0,20,3,6,0.1,0.01,0.05,2,2,3,2,2,3,1035.048,333.81,3338.1,5145.531,5400,713.741,1673.714,349947.355,0.0,349947.355,421669.741,71722.386,78.087,13.282,1962425.758,363.412,27971.731,5.18,3361012.293,622.41
0,3.3,5,-15,0.25,1050,1,1,35,2,4,0.05,0.03,0.09,2,0,0,4,1,2,1854.166,866.745,3466.982,5324.565,5250,638.345,1760.569,248313.135,141417.713,389730.847,439457.338,49726.49,83.706,9.472,1991129.547,379.263,19393.331,3.694,2960796.109,563.961
0,3.4,6,0,0.1,950,0,1,10,3,6,0.1,0.01,0.03,0,3,0,3,1,1,1397.448,408.015,4080.15,6278.156,5700,660.109,1618.129,0.0,117597.528,117597.528,560388.088,442790.561,98.314,77.683,1527385.288,267.962,172688.319,30.296,10161801.219,1782.772
0,3.5,1,0,0.25,1000,1,1,5,1,1,0.03,0.05,0.06,1,0,0,1,1,1,379.532,179.529,718.116,1106.944,1000,751.212,1558.721,55024.648,132491.293,187515.941,89644.796,-97871.145,89.645,-97.871,530538.371,530.538,-38169.747,-38.17,-1377948.956,-1377.949
0,3.5,2,-10,0.35,1100,1,0,40,3,2,0.08,0.04,0.07,1,3,1,1,0,4,919.523,526.907,1505.449,2320.581,2200,729.533,1769.589,116505.021,0.0,116505.021,177679.889,61174.869,80.764,27.807,718020.04,326.373,23858.199,10.845,1910929.976,868.605
0,3.0,5,25,0.1,950,1,0,5,6,2,0.1,0.05,0.08,0,1,3,4,2,1,1082.818,300.011,3000.11,4577.822,4750,704.786,1552.027,232926.102,0.0,232926.102,376921.144,143995.042,79.352,30.315,2020854.672,425.443,56158.066,11.823,4828757.996,1016.581
0,3.4,5,-25,0.2,1300,1,1,5,4,4,0.03,0.04,0.04,2,3,3,5,0,0,1781.148,795.4,3977.0,6119.438,6500,649.415,1551.951,252900.381,154341.571,407241.951,598110.067,190868.116,92.017,29.364,2021405.431,310.985,74438.565,11.452,5743333.694,883.59
